"truck_events_text_partition.driverid","truck_events_text_partition.truckid","truck_events_text_partition.eventtime","truck_events_text_partition.eventtype","truck_events_text_partition.longitude","truck_events_text_partition.latitude","truck_events_text_partition.eventkey","truck_events_text_partition.correlationid","truck_events_text_partition.drivername","truck_events_text_partition.routeid","truck_events_text_partition.routename","truck_events_text_partition.date"
"37","89","2014-10-18 18:56:55.563","Normal","-92.27","39.76","37|89|9223370623170960244","8100678093119688045","Wes Floyd","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"13","106","2014-10-18 18:56:55.61","Normal","-91.94","41.71","13|106|9223370623170960197","-2309469543890042451","Joe Niemiec","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"40","62","2014-10-18 18:56:55.735","Normal","-94.58","37.03","40|62|9223370623170960072","8100678093119688045","Nicolas Maillard","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"38","108","2014-10-18 18:56:55.763","Normal","-95.3","35.64","38|108|9223370623170960044","8100678093119688045","Scott Shaw","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"34","92","2014-10-18 18:56:55.788","Normal","-89.56","37.2","34|92|9223370623170960019","8100678093119688045","Frank Romano","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"35","71","2014-10-18 18:56:55.804","Normal","-92.89","37.51","35|71|9223370623170960003","8100678093119688045","Emil Siemes","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"31","80","2014-10-18 18:56:55.882","Normal","-93.92","35.53","31|80|9223370623170959925","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"38","108","2014-10-18 18:56:55.912","Normal","-95.15","35.51","38|108|9223370623170959895","8100678093119688045","Scott Shaw","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"35","71","2014-10-18 18:56:55.971","Normal","-92.99","37.34","35|71|9223370623170959836","8100678093119688045","Emil Siemes","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"45","92","2014-10-18 18:56:56.002","Normal","-88.77","40.76","45|92|9223370623170959805","8100678093119688045","ad795 43cd28","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"10","44","2014-10-18 18:56:56.03","Normal","-92.48","37.8","10|44|9223370623170959777","-2309469543890042451","George Vetticaden","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"37","89","2014-10-18 18:56:56.064","Normal","-92.57","39.77","37|89|9223370623170959743","8100678093119688045","Wes Floyd","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"44","57","2014-10-18 18:56:56.127","Normal","-89.52","40.7","44|57|9223370623170959680","8100678093119688045","d0922 974774","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"47","96","2014-10-18 18:56:56.156","Normal","-90.0","37.72","47|96|9223370623170959651","8100678093119688045","bb7cc 2d472e","1961634315","Saint Louis to Memphis","2014-10-19-01"
"45","92","2014-10-18 18:56:56.229","Normal","-88.42","41.11","45|92|9223370623170959578","8100678093119688045","ad795 43cd28","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"42","80","2014-10-18 18:56:56.357","Normal","-89.52","40.7","42|80|9223370623170959450","8100678093119688045","Randy Gelhausen","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"32","34","2014-10-18 18:56:56.4","Normal","-90.64","41.56","32|34|9223370623170959407","-2309469543890042451","Ryan Templeton","1384345811","Joplin to Kansas City","2014-10-19-01"
"41","60","2014-10-18 18:56:56.427","Normal","-90.04","35.19","41|60|9223370623170959380","8100678093119688045","Greg Phillips","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"37","89","2014-10-18 18:56:56.467","Normal","-92.74","39.76","37|89|9223370623170959340","8100678093119688045","Wes Floyd","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"15","62","2014-10-18 18:56:56.581","Normal","-91.05","41.72","15|62|9223370623170959226","-2309469543890042451","Rohit Bakshi","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"38","108","2014-10-18 18:56:56.657","Normal","-94.57","35.37","38|108|9223370623170959150","8100678093119688045","Scott Shaw","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"31","80","2014-10-18 18:56:56.83","Normal","-93.61","35.51","31|80|9223370623170958977","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"36","21","2014-10-18 18:56:56.977","Normal","-93.85","39.01","36|21|9223370623170958830","8100678093119688045","Andrew Grande","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"45","92","2014-10-18 18:56:57.049","Normal","-88.07","41.48","45|92|9223370623170958758","8100678093119688045","ad795 43cd28","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"11","57","2014-10-18 18:56:57.091","Normal","-90.2","38.65","11|57|9223370623170958716","-2309469543890042451","Jamie Engesser","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"41","60","2014-10-18 18:56:57.228","Normal","-90.04","35.19","41|60|9223370623170958579","8100678093119688045","Greg Phillips","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"13","106","2014-10-18 18:56:57.31","Normal","-91.24","41.67","13|106|9223370623170958497","-2309469543890042451","Joe Niemiec","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"21","40","2014-10-18 18:56:57.4","Normal","-91.38","34.83","21|40|9223370623170958407","-2309469543890042451","Jeff Markham","1390372503","Saint Louis to Tulsa","2014-10-19-01"
"15","62","2014-10-18 18:56:57.45","Normal","-90.7","41.62","15|62|9223370623170958357","-2309469543890042451","Rohit Bakshi","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"31","80","2014-10-18 18:56:57.669","Normal","-93.36","35.4","31|80|9223370623170958138","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"19","32","2014-10-18 18:56:57.751","Normal","-97.32","37.15","19|32|9223370623170958056","-2309469543890042451","Ajay Singh","1961634315","Saint Louis to Memphis","2014-10-19-01"
"10","44","2014-10-18 18:56:57.721","Normal","-92.74","37.6","10|44|9223370623170958086","-2309469543890042451","George Vetticaden","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"16","91","2014-10-18 18:56:57.88","Normal","-90.0","37.72","16|91|9223370623170957927","-2309469543890042451","Tom McCuch","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"28","87","2014-10-18 18:56:58.006","Normal","-92.07","39.71","28|87|9223370623170957801","-2309469543890042451","Olivier Renault","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"25","58","2014-10-18 18:56:58.05","Normal","-90.63","39.7","25|58|9223370623170957757","-2309469543890042451","Jean-Philippe Player","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"40","62","2014-10-18 18:56:58.196","Normal","-94.37","38.0","40|62|9223370623170957611","8100678093119688045","Nicolas Maillard","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"43","42","2014-10-18 18:56:58.188","Normal","-88.07","41.48","43|42|9223370623170957619","8100678093119688045","Dave Patton","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"21","40","2014-10-18 18:56:58.26","Normal","-91.74","34.89","21|40|9223370623170957547","-2309469543890042451","Jeff Markham","1390372503","Saint Louis to Tulsa","2014-10-19-01"
"31","80","2014-10-18 18:56:58.45","Normal","-93.12","35.31","31|80|9223370623170957357","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"17","101","2014-10-18 18:56:58.57","Normal","-93.85","39.01","17|101|9223370623170957237","-2309469543890042451","Eric Mizell","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"16","91","2014-10-18 18:56:58.691","Normal","-89.71","37.47","16|91|9223370623170957116","-2309469543890042451","Tom McCuch","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"47","96","2014-10-18 18:56:58.748","Normal","-90.15","38.62","47|96|9223370623170957059","8100678093119688045","bb7cc 2d472e","1961634315","Saint Louis to Memphis","2014-10-19-01"
"11","57","2014-10-18 18:56:58.82","Normal","-89.74","39.1","11|57|9223370623170956987","-2309469543890042451","Jamie Engesser","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"25","58","2014-10-18 18:56:58.84","Normal","-90.52","39.71","25|58|9223370623170956967","-2309469543890042451","Jean-Philippe Player","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"35","71","2014-10-18 18:56:58.867","Normal","-93.96","37.08","35|71|9223370623170956940","8100678093119688045","Emil Siemes","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"13","106","2014-10-18 18:56:59.051","Normal","-90.64","41.56","13|106|9223370623170956756","-2309469543890042451","Joe Niemiec","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"41","60","2014-10-18 18:56:59.157","Normal","-90.68","35.12","41|60|9223370623170956650","8100678093119688045","Greg Phillips","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"36","21","2014-10-18 18:56:59.387","Normal","-94.31","39.04","36|21|9223370623170956420","8100678093119688045","Andrew Grande","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"31","80","2014-10-18 18:56:59.38","Normal","-92.87","35.25","31|80|9223370623170956427","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"23","27","2014-10-18 18:56:59.62","Normal","-90.29","40.96","23|27|9223370623170956187","-2309469543890042451","Adam Diaz","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"35","71","2014-10-18 18:56:59.637","Normal","-94.23","37.09","35|71|9223370623170956170","8100678093119688045","Emil Siemes","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"14","73","2014-10-18 18:56:59.66","Normal","-94.31","37.31","14|73|9223370623170956147","-2309469543890042451","Adis Cesir","371182829","Memphis to Little Rock","2014-10-19-01"
"39","103","2014-10-18 18:56:59.758","Normal","-88.64","42.21","39|103|9223370623170956049","8100678093119688045","David Kaiser","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"32","34","2014-10-18 18:56:59.78","Normal","-91.94","41.71","32|34|9223370623170956027","-2309469543890042451","Ryan Templeton","1384345811","Joplin to Kansas City","2014-10-19-01"
"43","42","2014-10-18 18:56:59.977","Normal","-87.67","41.87","43|42|9223370623170955830","8100678093119688045","Dave Patton","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"13","106","2014-10-18 18:57:00.031","Normal","-90.2","41.59","13|106|9223370623170955776","-2309469543890042451","Joe Niemiec","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"24","18","2014-10-18 18:57:00.2","Normal","-89.6","41.76","24|18|9223370623170955607","-2309469543890042451","Don Hilborn","24929475","Peoria to Ceder Rapids","2014-10-19-01"
"30","29","2014-10-18 18:57:00.29","Normal","-90.64","41.56","30|29|9223370623170955517","-2309469543890042451","Dan Rice","371182829","Memphis to Little Rock","2014-10-19-01"
"20","60","2014-10-18 18:57:00.31","Normal","-90.2","41.59","20|60|9223370623170955497","-2309469543890042451","Chris Harris","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"45","92","2014-10-18 18:57:00.388","Normal","-88.42","41.11","45|92|9223370623170955419","8100678093119688045","ad795 43cd28","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"19","32","2014-10-18 18:57:00.45","Normal","-97.36","37.69","19|32|9223370623170955357","-2309469543890042451","Ajay Singh","1961634315","Saint Louis to Memphis","2014-10-19-01"
"23","27","2014-10-18 18:57:00.53","Normal","-89.91","40.86","23|27|9223370623170955277","-2309469543890042451","Adam Diaz","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"26","94","2014-10-18 18:57:00.62","Normal","-92.99","37.34","26|94|9223370623170955187","-2309469543890042451","Michael Aube","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"12","23","2014-10-18 18:57:00.692","Normal","-90.37","35.21","12|23|9223370623170955115","-2309469543890042451","Paul Codding","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"13","106","2014-10-18 18:57:00.83","Normal","-89.88","41.77","13|106|9223370623170954977","-2309469543890042451","Joe Niemiec","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"34","92","2014-10-18 18:57:01.007","Normal","-90.24","38.0","34|92|9223370623170954800","8100678093119688045","Frank Romano","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"15","62","2014-10-18 18:57:01.189","Normal","-89.52","40.7","15|62|9223370623170954618","-2309469543890042451","Rohit Bakshi","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"10","44","2014-10-18 18:57:01.261","Normal","-93.34","37.21","10|44|9223370623170954546","-2309469543890042451","George Vetticaden","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"11","57","2014-10-18 18:57:01.271","Normal","-88.77","40.76","11|57|9223370623170954536","-2309469543890042451","Jamie Engesser","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"23","27","2014-10-18 18:57:01.321","Normal","-89.52","40.7","23|27|9223370623170954486","-2309469543890042451","Adam Diaz","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"19","32","2014-10-18 18:57:01.4","Normal","-97.36","37.69","19|32|9223370623170954407","-2309469543890042451","Ajay Singh","1961634315","Saint Louis to Memphis","2014-10-19-01"
"16","91","2014-10-18 18:57:01.463","Normal","-89.65","36.37","16|91|9223370623170954344","-2309469543890042451","Tom McCuch","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"29","12","2014-10-18 18:57:01.582","Normal","-97.36","37.69","29|12|9223370623170954225","-2309469543890042451","Teddy Choi","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"40","62","2014-10-18 18:57:01.657","Normal","-94.59","39.1","40|62|9223370623170954150","8100678093119688045","Nicolas Maillard","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"30","29","2014-10-18 18:57:01.85","Normal","-89.88","41.77","30|29|9223370623170953957","-2309469543890042451","Dan Rice","371182829","Memphis to Little Rock","2014-10-19-01"
"44","57","2014-10-18 18:57:01.988","Normal","-91.47","41.74","44|57|9223370623170953819","8100678093119688045","d0922 974774","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"15","62","2014-10-18 18:57:02.089","Normal","-89.52","40.7","15|62|9223370623170953718","-2309469543890042451","Rohit Bakshi","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"36","21","2014-10-18 18:57:02.137","Normal","-94.31","39.04","36|21|9223370623170953670","8100678093119688045","Andrew Grande","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"35","71","2014-10-18 18:57:02.187","Normal","-95.01","36.73","35|71|9223370623170953620","8100678093119688045","Emil Siemes","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"47","96","2014-10-18 18:57:02.207","Normal","-90.0","37.72","47|96|9223370623170953600","8100678093119688045","bb7cc 2d472e","1961634315","Saint Louis to Memphis","2014-10-19-01"
"16","91","2014-10-18 18:57:02.456","Normal","-89.8","35.94","16|91|9223370623170953351","-2309469543890042451","Tom McCuch","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"19","32","2014-10-18 18:57:02.468","Normal","-97.32","37.48","19|32|9223370623170953339","-2309469543890042451","Ajay Singh","1961634315","Saint Louis to Memphis","2014-10-19-01"
"32","34","2014-10-18 18:57:02.521","Normal","-92.74","41.75","32|34|9223370623170953286","-2309469543890042451","Ryan Templeton","1384345811","Joplin to Kansas City","2014-10-19-01"
"13","106","2014-10-18 18:57:02.559","Normal","-89.29","41.85","13|106|9223370623170953248","-2309469543890042451","Joe Niemiec","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"43","42","2014-10-18 18:57:02.817","Normal","-88.77","40.76","43|42|9223370623170952990","8100678093119688045","Dave Patton","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"31","80","2014-10-18 18:57:02.85","Normal","-92.25","34.75","31|80|9223370623170952957","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"11","57","2014-10-18 18:57:02.94","Normal","-88.07","41.48","11|57|9223370623170952867","-2309469543890042451","Jamie Engesser","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"36","21","2014-10-18 18:57:03.038","Normal","-94.16","39.04","36|21|9223370623170952769","8100678093119688045","Andrew Grande","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"18","107","2014-10-18 18:57:03.08","Normal","-90.79","39.69","18|107|9223370623170952727","-2309469543890042451","Grant Liu","927636994","Des Moines to Chicago.kml","2014-10-19-01"
"22","13","2014-10-18 18:57:03.23","Normal","-94.59","39.1","22|13|9223370623170952577","-2309469543890042451","Nadeem Asghar","1565885487","Springfield to KC Via Hanibal","2014-10-19-01"
"16","91","2014-10-18 18:57:03.251","Normal","-90.07","35.68","16|91|9223370623170952556","-2309469543890042451","Tom McCuch","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"19","32","2014-10-18 18:57:03.299","Normal","-97.32","37.27","19|32|9223370623170952508","-2309469543890042451","Ajay Singh","1961634315","Saint Louis to Memphis","2014-10-19-01"
"34","92","2014-10-18 18:57:03.457","Normal","-89.56","37.2","34|92|9223370623170952350","8100678093119688045","Frank Romano","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"44","57","2014-10-18 18:57:03.547","Normal","-91.78","42.23","44|57|9223370623170952260","8100678093119688045","d0922 974774","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"21","40","2014-10-18 18:57:03.562","Normal","-91.93","34.81","21|40|9223370623170952245","-2309469543890042451","Jeff Markham","1390372503","Saint Louis to Tulsa","2014-10-19-01"
"46","95","2014-10-18 18:57:03.728","Normal","-94.35","38.33","46|95|9223370623170952079","8100678093119688045","66d86 e4465b","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"10","44","2014-10-18 18:57:03.81","Normal","-94.23","37.09","10|44|9223370623170951997","-2309469543890042451","George Vetticaden","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"17","101","2014-10-18 18:57:03.92","Normal","-94.31","39.04","17|101|9223370623170951887","-2309469543890042451","Eric Mizell","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"12","23","2014-10-18 18:57:03.97","Normal","-90.68","35.12","12|23|9223370623170951837","-2309469543890042451","Paul Codding","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"39","103","2014-10-18 18:57:04.017","Normal","-89.88","41.77","39|103|9223370623170951790","8100678093119688045","David Kaiser","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"32","34","2014-10-18 18:57:04.29","Normal","-93.36","41.69","32|34|9223370623170951517","-2309469543890042451","Ryan Templeton","1384345811","Joplin to Kansas City","2014-10-19-01"
"20","60","2014-10-18 18:57:04.4","Normal","-88.96","42.25","20|60|9223370623170951407","-2309469543890042451","Chris Harris","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"25","58","2014-10-18 18:57:04.402","Normal","-89.78","39.77","25|58|9223370623170951405","-2309469543890042451","Jean-Philippe Player","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"35","71","2014-10-18 18:57:04.518","Normal","-95.5","36.37","35|71|9223370623170951289","8100678093119688045","Emil Siemes","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"46","95","2014-10-18 18:57:04.637","Normal","-94.37","38.0","46|95|9223370623170951170","8100678093119688045","66d86 e4465b","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"43","42","2014-10-18 18:57:04.738","Normal","-89.63","39.84","43|42|9223370623170951069","8100678093119688045","Dave Patton","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"36","21","2014-10-18 18:57:04.817","Normal","-93.85","39.01","36|21|9223370623170950990","8100678093119688045","Andrew Grande","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"17","101","2014-10-18 18:57:04.846","Normal","-94.16","39.04","17|101|9223370623170950961","-2309469543890042451","Eric Mizell","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"29","12","2014-10-18 18:57:04.98","Normal","-97.37","36.91","29|12|9223370623170950827","-2309469543890042451","Teddy Choi","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"19","32","2014-10-18 18:57:05.181","Normal","-97.37","36.91","19|32|9223370623170950626","-2309469543890042451","Ajay Singh","1961634315","Saint Louis to Memphis","2014-10-19-01"
"26","94","2014-10-18 18:57:05.211","Normal","-92.31","37.81","26|94|9223370623170950596","-2309469543890042451","Michael Aube","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"30","29","2014-10-18 18:57:05.202","Normal","-88.96","42.25","30|29|9223370623170950605","-2309469543890042451","Dan Rice","371182829","Memphis to Little Rock","2014-10-19-01"
"25","58","2014-10-18 18:57:05.38","Normal","-89.66","39.78","25|58|9223370623170950427","-2309469543890042451","Jean-Philippe Player","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"10","44","2014-10-18 18:57:05.42","Normal","-94.83","36.84","10|44|9223370623170950387","-2309469543890042451","George Vetticaden","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"46","95","2014-10-18 18:57:05.448","Normal","-94.3","37.66","46|95|9223370623170950359","8100678093119688045","66d86 e4465b","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"15","62","2014-10-18 18:57:05.602","Normal","-90.7","41.62","15|62|9223370623170950205","-2309469543890042451","Rohit Bakshi","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"27","61","2014-10-18 18:57:05.74","Normal","-94.0","39.03","27|61|9223370623170950067","-2309469543890042451","Mark Lochbihler","1962261785","Wichita to Little Rock.kml","2014-10-19-01"
"44","57","2014-10-18 18:57:05.987","Normal","-91.47","41.74","44|57|9223370623170949820","8100678093119688045","d0922 974774","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"30","29","2014-10-18 18:57:06.04","Normal","-88.64","42.21","30|29|9223370623170949767","-2309469543890042451","Dan Rice","371182829","Memphis to Little Rock","2014-10-19-01"
"38","108","2014-10-18 18:57:06.057","Normal","-92.25","34.92","38|108|9223370623170949750","8100678093119688045","Scott Shaw","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"13","106","2014-10-18 18:57:06.111","Normal","-88.41","42.11","13|106|9223370623170949696","-2309469543890042451","Joe Niemiec","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"21","40","2014-10-18 18:57:06.21","Normal","-91.14","34.96","21|40|9223370623170949597","-2309469543890042451","Jeff Markham","1390372503","Saint Louis to Tulsa","2014-10-19-01"
"46","95","2014-10-18 18:57:06.298","Normal","-94.31","37.31","46|95|9223370623170949509","8100678093119688045","66d86 e4465b","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"47","96","2014-10-18 18:57:06.397","Normal","-89.8","35.94","47|96|9223370623170949410","8100678093119688045","bb7cc 2d472e","1961634315","Saint Louis to Memphis","2014-10-19-01"
"27","61","2014-10-18 18:57:06.51","Normal","-93.85","39.01","27|61|9223370623170949297","-2309469543890042451","Mark Lochbihler","1962261785","Wichita to Little Rock.kml","2014-10-19-01"
"28","87","2014-10-18 18:57:06.522","Normal","-90.24","39.72","28|87|9223370623170949285","-2309469543890042451","Olivier Renault","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"22","13","2014-10-18 18:57:06.64","Normal","-94.37","38.0","22|13|9223370623170949167","-2309469543890042451","Nadeem Asghar","1565885487","Springfield to KC Via Hanibal","2014-10-19-01"
"29","12","2014-10-18 18:57:06.75","Normal","-97.34","36.63","29|12|9223370623170949057","-2309469543890042451","Teddy Choi","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"19","32","2014-10-18 18:57:06.86","Normal","-97.34","36.63","19|32|9223370623170948947","-2309469543890042451","Ajay Singh","1961634315","Saint Louis to Memphis","2014-10-19-01"
"13","106","2014-10-18 18:57:06.93","Normal","-88.02","42.04","13|106|9223370623170948877","-2309469543890042451","Joe Niemiec","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"32","34","2014-10-18 18:57:07.01","Normal","-93.36","41.69","32|34|9223370623170948797","-2309469543890042451","Ryan Templeton","1384345811","Joplin to Kansas City","2014-10-19-01"
"21","40","2014-10-18 18:57:07.209","Normal","-90.94","35.03","21|40|9223370623170948598","-2309469543890042451","Jeff Markham","1390372503","Saint Louis to Tulsa","2014-10-19-01"
"31","80","2014-10-18 18:57:07.302","Normal","-93.36","35.4","31|80|9223370623170948505","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"12","23","2014-10-18 18:57:07.41","Normal","-91.74","34.89","12|23|9223370623170948397","-2309469543890042451","Paul Codding","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"28","87","2014-10-18 18:57:07.475","Normal","-90.24","39.72","28|87|9223370623170948332","-2309469543890042451","Olivier Renault","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"14","73","2014-10-18 18:57:07.61","Normal","-97.37","36.79","14|73|9223370623170948197","-2309469543890042451","Adis Cesir","371182829","Memphis to Little Rock","2014-10-19-01"
"20","60","2014-10-18 18:57:07.67","Normal","-87.66","41.89","20|60|9223370623170948137","-2309469543890042451","Chris Harris","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"30","29","2014-10-18 18:57:07.74","Normal","-88.02","42.04","30|29|9223370623170948067","-2309469543890042451","Dan Rice","371182829","Memphis to Little Rock","2014-10-19-01"
"44","57","2014-10-18 18:57:07.748","Normal","-91.05","41.72","44|57|9223370623170948059","8100678093119688045","d0922 974774","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"32","34","2014-10-18 18:57:07.821","Normal","-93.04","41.71","32|34|9223370623170947986","-2309469543890042451","Ryan Templeton","1384345811","Joplin to Kansas City","2014-10-19-01"
"24","18","2014-10-18 18:57:07.88","Normal","-88.02","42.04","24|18|9223370623170947927","-2309469543890042451","Don Hilborn","24929475","Peoria to Ceder Rapids","2014-10-19-01"
"21","40","2014-10-18 18:57:08.122","Normal","-90.68","35.12","21|40|9223370623170947685","-2309469543890042451","Jeff Markham","1390372503","Saint Louis to Tulsa","2014-10-19-01"
"31","80","2014-10-18 18:57:08.22","Normal","-93.61","35.51","31|80|9223370623170947587","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"39","103","2014-10-18 18:57:08.317","Normal","-91.59","41.7","39|103|9223370623170947490","8100678093119688045","David Kaiser","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"23","27","2014-10-18 18:57:08.35","Normal","-91.47","41.74","23|27|9223370623170947457","-2309469543890042451","Adam Diaz","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"14","73","2014-10-18 18:57:08.59","Normal","-97.34","36.63","14|73|9223370623170947217","-2309469543890042451","Adis Cesir","371182829","Memphis to Little Rock","2014-10-19-01"
"30","29","2014-10-18 18:57:08.74","Normal","-87.66","41.89","30|29|9223370623170947067","-2309469543890042451","Dan Rice","371182829","Memphis to Little Rock","2014-10-19-01"
"19","32","2014-10-18 18:57:08.771","Normal","-97.14","36.41","19|32|9223370623170947036","-2309469543890042451","Ajay Singh","1961634315","Saint Louis to Memphis","2014-10-19-01"
"38","108","2014-10-18 18:57:08.757","Normal","-93.12","35.31","38|108|9223370623170947050","8100678093119688045","Scott Shaw","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"46","95","2014-10-18 18:57:08.817","Normal","-94.58","37.03","46|95|9223370623170946990","8100678093119688045","66d86 e4465b","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
